gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,KO,cell_type,stimulation
CBFB,703.5649156242,-4.32761115749543,0.151930938530932,-28.4840678227914,1.84544727876831e-178,2.79068537495344e-174,CBFB,Treg,Stimulated
ETS1,3062.10045049807,-0.43781494449424,0.0897936422269017,-4.87579001849502,1.08373843491389e-06,5.55535342805689e-05,CBFB,Treg,Stimulated
FOXP3,5551.82958303867,-1.73802721427948,0.131207823024184,-13.2463688080484,4.7356808605227e-40,1.79032414932061e-36,CBFB,Treg,Stimulated
GATA3,2234.88521519931,-0.313668524489906,0.109974170890503,-2.85220176656038,0.00434175323536114,0.0499391819101098,CBFB,Treg,Stimulated
GFI1,327.37312689337,-0.339051923270344,0.115112883688948,-2.94538641032148,0.00322551557825128,0.0399477858921506,CBFB,Treg,Stimulated
HIVEP2,390.700657557381,-0.313565438759402,0.106211109229917,-2.95228475658438,0.00315431896526577,0.0391944218510674,CBFB,Treg,Stimulated
IFNGR1,192.790843138922,-0.33193049733611,0.114318473330624,-2.90355957060521,0.00368946774331141,0.0444558814457013,CBFB,Treg,Stimulated
IFNGR2,118.587996034211,1.38449189355524,0.158696331288089,8.72415815991303,2.68168082145161e-18,2.02761886909956e-15,CBFB,Treg,Stimulated
IL15RA,323.127389012937,0.421986244096863,0.126053746479963,3.34766919572628,0.00081494224674022,0.0143631196447619,CBFB,Treg,Stimulated
IL2RA,12841.4206426926,-0.550958493312615,0.111366819432795,-4.94724098361358,7.52727658073612e-07,4.05079987380397e-05,CBFB,Treg,Stimulated
