rank,gene,typed_status,strongest_condition,strongest_n_total_de_genes,rest_de,stim8hr_de,stim48hr_de,k562_de,rpe1_de,specificity_status,collectri_target_count,standard_t_cell_annotation
7210,PNPLA7,not_assayed,,,0,0,4,,,not_assayed,0,False
7211,PNPLA8,associative_only,Stim8hr,6,1,6,1,0,,cell_type_specific_context,0,False
7212,PNPO,evidence_attached,Stim8hr,13,2,13,2,0,,cell_type_specific_context,0,False
7213,PNPT1,evidence_attached,Stim8hr,1238,131,1238,1069,418,99,specificity_warning,0,False
7214,PNRC1,associative_only,Stim48hr,3,2,1,3,1,,cell_type_specific_context,0,False
7215,PNRC2,evidence_attached,Stim8hr,23,3,23,4,1,,cell_type_specific_context,0,False
7216,POC1A,associative_only,Rest,4,4,3,4,0,,cell_type_specific_context,0,False
7217,POC1B,evidence_attached,Stim48hr,29,6,29,29,1,,cell_type_specific_context,0,False
7218,POC5,associative_only,Stim48hr,3,1,2,3,1,,cell_type_specific_context,0,False
7219,PODXL,evidence_attached,Stim48hr,26,11,9,26,,,not_assayed,0,False
7220,PODXL2,associative_only,Stim8hr,5,13,5,3,1,,cell_type_specific_context,0,False
7221,POFUT1,evidence_attached,Stim8hr,19,11,19,10,0,,cell_type_specific_context,0,False
7222,POFUT2,associative_only,Stim8hr,9,4,9,2,2,,cell_type_specific_context,0,False
7223,POGK,evidence_attached,Rest,259,259,8,1,35,,specificity_warning,0,False
7224,POGLUT1,associative_only,Stim8hr,3,1,3,2,0,,cell_type_specific_context,0,False
7225,POGLUT2,associative_only,Stim48hr,5,4,2,5,0,,cell_type_specific_context,0,False
7226,POGLUT3,evidence_attached,Stim8hr,2477,875,2477,701,1136,1456,specificity_warning,0,False
7227,POGZ,evidence_attached,Stim48hr,96,1,3,96,5,12,cell_type_specific_context,0,False
7228,POLB,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
7229,POLD4,associative_only,Stim8hr,4,1,4,3,4,,cell_type_specific_context,0,False
7230,POLDIP2,evidence_attached,Stim48hr,35,16,27,35,4,,cell_type_specific_context,0,False
7231,POLDIP3,evidence_attached,Stim48hr,262,60,39,262,0,,cell_type_specific_context,0,False
7232,POLE3,evidence_attached,Stim48hr,34,7,12,34,25,,cell_type_specific_context,0,False
7233,POLE4,evidence_attached,Stim8hr,22,7,22,19,59,,specificity_warning,0,False
7234,POLG,evidence_attached,Stim48hr,1601,40,266,1601,132,9,specificity_warning,0,False
7235,POLG2,evidence_attached,Stim48hr,616,14,50,616,276,10,specificity_warning,0,False
7236,POLH,associative_only,Stim8hr,3,2,3,1,0,,cell_type_specific_context,0,False
7237,POLI,associative_only,Stim48hr,5,2,4,5,,,not_assayed,0,False
7238,POLK,associative_only,Rest,2,2,2,1,3,,cell_type_specific_context,0,False
7239,POLL,associative_only,Stim48hr,2,1,2,2,387,143,specificity_warning,0,False
7240,POLM,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
7241,POLQ,associative_only,Stim48hr,4,1,1,4,2,,cell_type_specific_context,0,False
7242,POLR1E,not_assayed,,,134,0,0,840,1569,specificity_warning,0,False
7243,POLR2J2,not_assayed,,,1,4,1,,,not_assayed,0,False
7244,POLR2K,evidence_attached,Stim8hr,195,0,195,0,23,520,cell_type_specific_context,0,False
7245,POLR2L,evidence_attached,Stim8hr,12,3,12,5,4,2,cell_type_specific_context,0,False
7246,POLR2M,not_assayed,,,35,30,948,426,1443,specificity_warning,0,False
7247,POLR3E,not_assayed,,,0,18,25,231,509,specificity_warning,0,False
7248,POLR3G,associative_only,Stim48hr,4,3,4,4,1,,cell_type_specific_context,0,False
7249,POLR3GL,evidence_attached,Stim48hr,16,1,4,16,1,,cell_type_specific_context,0,False
7250,POLR3H,evidence_attached,Stim8hr,197,41,197,28,1,464,cell_type_specific_context,0,False
7251,POLRMT,evidence_attached,Stim48hr,153,124,169,153,481,272,specificity_warning,0,False
7252,POM121,not_assayed,,,1,1,4,2,,cell_type_specific_context,0,False
7253,POM121C,not_assayed,,,0,0,0,0,,cell_type_specific_context,0,False
7254,POMC,not_assayed,,,0,0,0,,,not_assayed,0,False
7255,POMGNT1,evidence_attached,Rest,123,123,2,3,0,,cell_type_specific_context,0,False
7256,POMGNT2,associative_only,Rest,3,3,1,1,1,,cell_type_specific_context,0,False
7257,POMK,not_assayed,,,2,4,2,,,not_assayed,0,False
7258,POMT1,associative_only,Stim48hr,3,1,1,3,0,,cell_type_specific_context,0,False
7259,POMT2,associative_only,Stim8hr,2,2,2,2,0,,cell_type_specific_context,0,False
7260,POMZP3,not_assayed,,,0,1,1,,,not_assayed,0,False
7261,PON2,associative_only,Stim48hr,8,7,2,8,12,,cell_type_specific_context,0,False
7262,POP4,not_assayed,,,22,337,0,580,1331,specificity_warning,0,False
7263,POP7,not_assayed,,,0,83,0,222,1467,specificity_warning,0,False
7264,POPDC2,not_assayed,,,0,0,0,,,not_assayed,0,False
7265,POR,associative_only,Stim48hr,2,1,2,2,6,,cell_type_specific_context,0,False
7266,PORCN,not_assayed,,,0,0,0,,,not_assayed,0,False
7267,POU1F1,not_assayed,,,0,1,0,0,,cell_type_specific_context,56,False
7268,POU2AF1,associative_only,Stim48hr,3,3,3,3,0,,cell_type_specific_context,5,False
7269,POU2F2,evidence_attached,Stim48hr,16,2,6,16,24,,cell_type_specific_context,50,False
7270,POU2F3,not_assayed,,,0,0,0,1,,cell_type_specific_context,10,False
7271,POU3F1,not_assayed,,,53,23,14,263,1630,specificity_warning,24,False
7272,POU3F2,not_assayed,,,5,0,1,0,,cell_type_specific_context,29,False
7273,POU3F3,not_assayed,,,0,0,1,1,,cell_type_specific_context,4,False
7274,POU3F4,not_assayed,,,0,0,0,0,,cell_type_specific_context,4,False
7275,POU4F1,not_assayed,,,0,0,0,0,,cell_type_specific_context,31,False
7276,POU4F2,not_assayed,,,0,0,0,0,,cell_type_specific_context,34,False
7277,POU4F3,not_assayed,,,0,0,2,0,,cell_type_specific_context,6,False
7278,POU5F1,not_assayed,,,2,2,2,1,,cell_type_specific_context,93,False
7279,POU5F1B,not_assayed,,,1,7,1,3,17,cell_type_specific_context,0,False
7280,POU6F1,evidence_attached,Rest,59,59,5,2,0,,cell_type_specific_context,2,False
7281,POU6F2,not_assayed,,,0,0,0,2,,cell_type_specific_context,4,False
7282,PP2D1,not_assayed,,,0,1,4,,,not_assayed,0,False
7283,PPA1,not_assayed,,,149,0,0,994,578,specificity_warning,0,False
7284,PPA2,not_assayed,,,867,260,0,3,2,cell_type_specific_context,0,False
7285,PPARA,evidence_attached,Stim8hr,16,11,16,7,28,,specificity_warning,268,False
7286,PPARD,associative_only,Rest,2,2,1,2,0,,cell_type_specific_context,100,False
7287,PPARG,associative_only,Stim48hr,1,0,1,1,0,,cell_type_specific_context,367,False
7288,PPARGC1B,associative_only,Stim8hr,3,3,3,11,107,123,specificity_warning,5,False
7289,PPAT,evidence_attached,Stim8hr,125,0,125,405,5,,cell_type_specific_context,0,False
7290,PPBP,not_assayed,,,1,0,2,,,not_assayed,0,False
7291,PPCDC,evidence_attached,Stim8hr,751,591,751,303,1,,cell_type_specific_context,0,False
7292,PPCS,evidence_attached,Stim8hr,792,676,792,169,85,,specificity_warning,0,False
7293,PPDPF,evidence_attached,Stim8hr,1142,816,1142,133,1,,cell_type_specific_context,0,False
7294,PPFIA1,not_assayed,,,0,3,0,8,,cell_type_specific_context,0,False
7295,PPFIA4,not_assayed,,,3,1,0,,,not_assayed,0,False
7296,PPFIBP1,associative_only,Stim48hr,2,8,2,2,0,,cell_type_specific_context,0,False
7297,PPFIBP2,not_assayed,,,0,0,0,,,not_assayed,0,False
7298,PPHLN1,evidence_attached,Rest,475,475,418,431,18,,cell_type_specific_context,0,False
7299,PPIA,associative_only,Stim8hr,2,1,2,1,1,3,cell_type_specific_context,0,False
7300,PPIB,associative_only,Stim48hr,2,1,2,2,1,,cell_type_specific_context,0,False
7301,PPID,associative_only,Rest,2,2,2,1,1,,cell_type_specific_context,0,False
7302,PPIF,evidence_attached,Rest,219,219,29,8,24,,cell_type_specific_context,0,False
7303,PPIG,associative_only,Rest,2,2,2,1,1,,cell_type_specific_context,0,False
7304,PPIH,evidence_attached,Stim8hr,877,161,877,387,601,54,specificity_warning,0,False
7305,PPIL1,evidence_attached,Rest,571,571,507,114,2,30,cell_type_specific_context,0,False
7306,PPIL3,associative_only,Rest,3,3,2,2,1,,cell_type_specific_context,0,False
7307,PPIL4,not_assayed,,,10,24,0,103,1488,specificity_warning,0,False
7308,PPIP5K1,not_assayed,,,12,3,2,2,,cell_type_specific_context,0,False
7309,PPIP5K2,evidence_attached,Stim48hr,16,4,7,16,2,,cell_type_specific_context,0,False
7310,PPM1A,associative_only,Stim48hr,2,1,1,2,0,,cell_type_specific_context,0,False
7311,PPM1B,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
7312,PPM1D,evidence_attached,Rest,1390,1390,140,69,6,,cell_type_specific_context,0,False
7313,PPM1F,evidence_attached,Stim8hr,15,14,15,14,1,,cell_type_specific_context,0,False
7314,PPM1G,associative_only,Stim48hr,6,2,1,6,2,,cell_type_specific_context,0,False
7315,PPM1K,associative_only,Stim48hr,3,1,1,3,0,,cell_type_specific_context,0,False
7316,PPM1L,evidence_attached,Rest,929,929,0,13,,,not_assayed,0,False
7317,PPM1M,associative_only,Stim48hr,3,1,1,3,,,not_assayed,0,False
7318,PPM1N,not_assayed,,,3,3,2,1,,cell_type_specific_context,0,False
7319,PPME1,associative_only,Stim48hr,3,2,2,3,2,14,cell_type_specific_context,0,False
7320,PPOX,associative_only,Stim48hr,10,1,0,10,7,,cell_type_specific_context,0,False
7321,PPP1CA,associative_only,Rest,2,2,1,1,201,1021,specificity_warning,0,False
7322,PPP1CB,associative_only,Stim8hr,9,7,9,1,44,0,specificity_warning,0,False
7323,PPP1CC,associative_only,Rest,4,4,1,1,82,,specificity_warning,0,False
7324,PPP1R10,not_assayed,,,31,141,13,1,42,cell_type_specific_context,0,False
7325,PPP1R11,evidence_attached,Stim8hr,903,420,903,633,558,1349,specificity_warning,0,False
7326,PPP1R12A,evidence_attached,Rest,93,93,57,28,1,206,cell_type_specific_context,0,False
7327,PPP1R12B,evidence_attached,Stim48hr,19,5,3,19,1,,cell_type_specific_context,0,False
7328,PPP1R12C,evidence_attached,Rest,142,142,6,5,2,,cell_type_specific_context,0,False
7329,PPP1R13B,associative_only,Rest,3,3,2,0,,,not_assayed,0,False
7330,PPP1R13L,evidence_attached,Stim8hr,377,215,377,31,,,not_assayed,1,False
7331,PPP1R14A,not_assayed,,,0,0,1,2,,cell_type_specific_context,0,False
7332,PPP1R14B,evidence_attached,Stim48hr,71,0,5,71,1,,cell_type_specific_context,0,False
7333,PPP1R14C,not_assayed,,,0,1,0,0,,cell_type_specific_context,0,False
7334,PPP1R15A,evidence_attached,Stim8hr,27,5,27,4,1,,cell_type_specific_context,0,False
7335,PPP1R15B,evidence_attached,Rest,199,199,51,179,40,729,specificity_warning,0,False
7336,PPP1R16A,associative_only,Stim8hr,1,0,1,0,0,,cell_type_specific_context,0,False
7337,PPP1R16B,associative_only,Stim48hr,4,1,2,4,1,,cell_type_specific_context,0,False
7338,PPP1R18,evidence_attached,Stim8hr,54,15,54,20,4,,cell_type_specific_context,0,False
7339,PPP1R1A,not_assayed,,,48,18,6,,,not_assayed,0,False
7340,PPP1R2,not_assayed,,,835,396,607,6,366,cell_type_specific_context,0,False
7341,PPP1R21,associative_only,Rest,5,5,4,2,,,not_assayed,0,False
7342,PPP1R35,associative_only,Stim8hr,3,2,3,1,1,,cell_type_specific_context,0,False
7343,PPP1R37,evidence_attached,Stim8hr,11,4,11,7,835,2459,specificity_warning,0,False
7344,PPP1R3B,evidence_attached,Rest,312,312,14,25,,,not_assayed,0,False
7345,PPP1R3D,associative_only,Rest,3,3,3,3,7,,cell_type_specific_context,0,False
7346,PPP1R3E,associative_only,Rest,5,5,2,2,1,,cell_type_specific_context,0,False
7347,PPP1R3F,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
7348,PPP1R7,evidence_attached,Stim48hr,838,82,44,838,2,24,cell_type_specific_context,0,False
7349,PPP1R8,evidence_attached,Stim48hr,17,3,7,17,244,967,specificity_warning,0,False
7350,PPP1R9B,evidence_attached,Stim48hr,12,4,1,12,0,,cell_type_specific_context,0,False
7351,PPP2CB,associative_only,Stim8hr,5,0,5,2,311,1598,specificity_warning,0,False
7352,PPP2R1A,evidence_attached,Stim8hr,146,170,146,257,495,2129,specificity_warning,0,False
7353,PPP2R1B,associative_only,Stim8hr,4,2,4,2,0,,cell_type_specific_context,0,False
7354,PPP2R2A,evidence_attached,Stim48hr,41,1,2,41,4,,cell_type_specific_context,0,False
7355,PPP2R2B,not_assayed,,,3,1,0,,,not_assayed,0,False
7356,PPP2R3B,associative_only,Rest,4,4,2,2,0,,cell_type_specific_context,0,False
7357,PPP2R3C,evidence_attached,Stim48hr,42,5,2,42,18,54,cell_type_specific_context,0,False
7358,PPP2R5A,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
7359,PPP2R5B,associative_only,Rest,1,1,2,1,,,not_assayed,0,False
7360,PPP2R5C,evidence_attached,Stim8hr,39,5,39,6,0,,cell_type_specific_context,0,False
7361,PPP2R5D,associative_only,Rest,6,6,3,4,2,,cell_type_specific_context,0,False
7362,PPP2R5E,associative_only,Stim48hr,2,1,1,2,3,,cell_type_specific_context,0,False
7363,PPP3CA,associative_only,Rest,2,2,2,1,0,,cell_type_specific_context,0,False
7364,PPP3CB,associative_only,Rest,3,3,3,3,81,,specificity_warning,0,False
7365,PPP3CC,associative_only,Rest,3,3,1,1,2,,cell_type_specific_context,0,False
7366,PPP3R1,evidence_attached,Stim8hr,613,1,613,523,1,,cell_type_specific_context,0,False
7367,PPP4C,evidence_attached,Stim8hr,172,136,172,43,187,143,specificity_warning,0,False
7368,PPP4R1,associative_only,Stim8hr,7,1,7,1,0,,cell_type_specific_context,0,False
7369,PPP4R2,evidence_attached,Stim8hr,21,1,21,3,269,698,specificity_warning,0,False
7370,PPP4R3A,associative_only,Rest,2,2,2,2,,,not_assayed,0,False
7371,PPP4R3B,associative_only,Rest,3,3,1,3,,,not_assayed,0,False
7372,PPP4R4,not_assayed,,,3,2,0,,,not_assayed,0,False
7373,PPP5C,associative_only,Stim8hr,4,3,4,1,8,,cell_type_specific_context,0,False
7374,PPP6C,evidence_attached,Stim8hr,298,126,298,278,21,3217,cell_type_specific_context,0,False
7375,PPP6R1,associative_only,Stim48hr,4,3,2,4,3,,cell_type_specific_context,0,False
7376,PPP6R2,evidence_attached,Rest,124,124,1,2,1,,cell_type_specific_context,0,False
7377,PPP6R3,associative_only,Rest,5,5,2,3,3,,cell_type_specific_context,0,False
