rank,gene,leaderboard_status,orthogonal_dataset_count,rank_input_strongest_de,strongest_condition,rest_de,k562_de,rpe1_de
1,PGGT1B,clears_pre_registered_compute_bar,6,3014,Stim8hr,175,1,
2,CCDC22,clears_pre_registered_compute_bar,6,619,Stim48hr,116,13,
3,LETM2,clears_pre_registered_compute_bar,5,386,Stim48hr,18,,
4,RCC1L,not_cleared_pre_registered_compute_bar,6,1167,Stim48hr,58,5,
5,GAS2L1,not_cleared_pre_registered_compute_bar,6,457,Stim48hr,20,1,
6,CYB5RL,not_cleared_pre_registered_compute_bar,6,389,Stim48hr,11,13,
7,BCKDHA,not_cleared_pre_registered_compute_bar,6,374,Stim8hr,291,1,
8,FANCL,not_cleared_pre_registered_compute_bar,6,329,Stim48hr,110,0,
9,CCDC136,not_cleared_pre_registered_compute_bar,6,263,Stim48hr,17,0,
10,ZC3H12A,not_cleared_pre_registered_compute_bar,6,261,Stim8hr,181,5,
11,MITD1,not_cleared_pre_registered_compute_bar,6,250,Stim48hr,11,1,
12,MCAT,not_cleared_pre_registered_compute_bar,6,780,Stim48hr,113,20,
13,SNAP29,not_cleared_pre_registered_compute_bar,6,407,Stim8hr,19,1,
14,SCO2,not_cleared_pre_registered_compute_bar,6,369,Stim8hr,53,0,
15,RWDD2B,not_cleared_pre_registered_compute_bar,6,720,Stim8hr,190,1,
16,GZMB,not_cleared_pre_registered_compute_bar,5,496,Stim8hr,261,,
17,DAPK2,not_cleared_pre_registered_compute_bar,5,350,Stim48hr,11,,
18,TNNC1,not_cleared_pre_registered_compute_bar,5,260,Stim48hr,104,,
19,NDUFAF3,not_cleared_pre_registered_compute_bar,2,1923,Stim48hr,6,14,6
20,CLCC1,not_cleared_pre_registered_compute_bar,2,1732,Stim48hr,239,4,3
21,CRLS1,not_cleared_pre_registered_compute_bar,2,835,Stim48hr,111,6,8
22,MMGT1,not_cleared_pre_registered_compute_bar,2,730,Stim48hr,31,0,3
23,DPH6,not_cleared_pre_registered_compute_bar,2,718,Stim48hr,32,21,4
24,XRCC2,not_cleared_pre_registered_compute_bar,2,515,Stim48hr,322,1,6
25,CPOX,not_cleared_pre_registered_compute_bar,2,326,Rest,326,1,0
26,VEZT,not_cleared_pre_registered_compute_bar,2,296,Stim8hr,271,3,3
27,SPTSSA,not_cleared_pre_registered_compute_bar,2,250,Stim48hr,20,2,9
28,TWF1,not_cleared_pre_registered_compute_bar,2,234,Rest,234,0,3
29,PFDN5,not_cleared_pre_registered_compute_bar,2,218,Rest,218,1,7
30,SLC25A26,not_cleared_pre_registered_compute_bar,2,203,Stim48hr,12,0,0
31,CAP1,not_cleared_pre_registered_compute_bar,2,190,Rest,190,3,15
32,GNPNAT1,not_cleared_pre_registered_compute_bar,2,178,Stim8hr,3,24,6
33,WDR54,not_cleared_pre_registered_compute_bar,2,166,Stim48hr,10,0,5
34,NDUFB6,not_cleared_pre_registered_compute_bar,2,153,Stim48hr,13,12,3
35,DDX42,not_cleared_pre_registered_compute_bar,2,151,Stim8hr,9,1,1
36,SCD,not_cleared_pre_registered_compute_bar,2,136,Stim48hr,1,0,15
37,GEMIN7,not_cleared_pre_registered_compute_bar,2,117,Stim8hr,0,4,0
38,POGZ,not_cleared_pre_registered_compute_bar,2,96,Stim48hr,1,5,12
39,SET,not_cleared_pre_registered_compute_bar,2,92,Stim48hr,9,1,2
40,KIF14,not_cleared_pre_registered_compute_bar,2,88,Stim48hr,7,1,1
41,SLC25A3,not_cleared_pre_registered_compute_bar,2,76,Rest,76,11,5
42,MTG2,not_cleared_pre_registered_compute_bar,2,75,Rest,75,3,23
43,PFDN4,not_cleared_pre_registered_compute_bar,2,75,Stim48hr,12,2,17
44,PFDN6,not_cleared_pre_registered_compute_bar,2,70,Stim8hr,0,20,14
45,NDUFB7,not_cleared_pre_registered_compute_bar,2,64,Stim48hr,14,5,2
46,BRIP1,not_cleared_pre_registered_compute_bar,2,58,Rest,58,3,18
47,VBP1,not_cleared_pre_registered_compute_bar,2,52,Stim48hr,11,4,11
48,NFATC2IP,not_cleared_pre_registered_compute_bar,2,51,Rest,51,1,1
49,NEMF,not_cleared_pre_registered_compute_bar,2,47,Stim8hr,9,18,5
50,CBX1,not_cleared_pre_registered_compute_bar,2,44,Stim8hr,1,10,13
51,RAD51D,not_cleared_pre_registered_compute_bar,2,44,Stim48hr,20,0,2
52,COQ5,not_cleared_pre_registered_compute_bar,2,39,Stim8hr,1,22,1
53,HECTD1,not_cleared_pre_registered_compute_bar,2,34,Stim48hr,16,5,18
54,NDUFA11,not_cleared_pre_registered_compute_bar,2,26,Stim48hr,4,7,11
55,TUBE1,not_cleared_pre_registered_compute_bar,2,24,Stim48hr,17,4,3
56,VPS37C,not_cleared_pre_registered_compute_bar,2,24,Stim48hr,2,0,0
57,ZNF658,not_cleared_pre_registered_compute_bar,2,24,Rest,24,0,0
58,NDUFS3,not_cleared_pre_registered_compute_bar,2,21,Stim48hr,3,21,3
59,ZNF100,not_cleared_pre_registered_compute_bar,2,19,Rest,19,3,6
60,ARFRP1,not_cleared_pre_registered_compute_bar,2,17,Stim8hr,5,1,2
61,FAM133B,not_cleared_pre_registered_compute_bar,2,17,Stim48hr,2,2,21
62,POLR2L,not_cleared_pre_registered_compute_bar,2,12,Stim8hr,3,4,2
63,SPTLC1,not_cleared_pre_registered_compute_bar,2,12,Rest,12,13,16
64,CCNC,not_cleared_pre_registered_compute_bar,2,4091,Stim48hr,2731,435,826
65,TADA1,not_cleared_pre_registered_compute_bar,2,3649,Stim8hr,2944,274,516
66,DENR,not_cleared_pre_registered_compute_bar,2,3637,Stim8hr,1897,717,193
67,ATP2A2,not_cleared_pre_registered_compute_bar,2,3519,Rest,3519,7,2729
68,TAF13,not_cleared_pre_registered_compute_bar,2,3342,Stim8hr,2190,284,969
69,ELOB,not_cleared_pre_registered_compute_bar,2,3052,Stim8hr,1491,310,1528
70,NFRKB,not_cleared_pre_registered_compute_bar,2,3020,Rest,3020,1117,702
71,LEO1,not_cleared_pre_registered_compute_bar,2,3015,Rest,3015,586,615
72,PTEN,not_cleared_pre_registered_compute_bar,2,2929,Rest,2929,292,1017
73,KDM1A,not_cleared_pre_registered_compute_bar,2,2913,Stim48hr,2018,2645,403
74,UBE2L3,not_cleared_pre_registered_compute_bar,2,2874,Stim8hr,1905,74,674
75,SMG1,not_cleared_pre_registered_compute_bar,2,2684,Stim8hr,2034,4,109
76,EIF1AX,not_cleared_pre_registered_compute_bar,2,2577,Stim8hr,1289,919,1734
77,EIF4G2,not_cleared_pre_registered_compute_bar,2,2530,Stim8hr,2014,590,906
78,CPSF6,not_cleared_pre_registered_compute_bar,2,2487,Stim8hr,2158,1284,1000
79,POGLUT3,not_cleared_pre_registered_compute_bar,2,2477,Stim8hr,875,1136,1456
80,WAC,not_cleared_pre_registered_compute_bar,2,2476,Stim8hr,1165,138,840
81,DHX36,not_cleared_pre_registered_compute_bar,2,2327,Rest,2327,1434,1214
82,SETDB1,not_cleared_pre_registered_compute_bar,2,2291,Rest,2291,505,142
83,RTRAF,not_cleared_pre_registered_compute_bar,2,2287,Stim8hr,1144,1042,2818
84,UFM1,not_cleared_pre_registered_compute_bar,2,2279,Stim8hr,1670,329,98
85,TSPYL5,not_cleared_pre_registered_compute_bar,2,2233,Stim8hr,1799,41,619
86,MEN1,not_cleared_pre_registered_compute_bar,2,2157,Stim48hr,604,187,89
87,MIPEP,not_cleared_pre_registered_compute_bar,2,2144,Stim48hr,152,63,7
88,NAA30,not_cleared_pre_registered_compute_bar,2,2085,Stim8hr,1311,267,321
89,INTS10,not_cleared_pre_registered_compute_bar,2,2076,Stim48hr,715,317,405
90,EFR3A,not_cleared_pre_registered_compute_bar,2,2030,Stim8hr,1183,195,61
91,LRPPRC,not_cleared_pre_registered_compute_bar,2,1926,Stim48hr,772,216,54
92,GRSF1,not_cleared_pre_registered_compute_bar,2,1849,Stim48hr,2,331,101
93,PKM,not_cleared_pre_registered_compute_bar,2,1841,Stim8hr,57,81,142
94,TARS2,not_cleared_pre_registered_compute_bar,2,1824,Stim8hr,663,549,28
95,CSDE1,not_cleared_pre_registered_compute_bar,2,1814,Rest,1814,216,317
96,WDR82,not_cleared_pre_registered_compute_bar,2,1792,Stim8hr,1253,1995,20
97,SMG7,not_cleared_pre_registered_compute_bar,2,1765,Stim8hr,1668,75,935
98,UBR5,not_cleared_pre_registered_compute_bar,2,1706,Stim8hr,1197,28,184
99,STRAP,not_cleared_pre_registered_compute_bar,2,1700,Rest,1700,562,838
100,NCAPG2,not_cleared_pre_registered_compute_bar,2,1697,Stim8hr,671,1,670
101,EIF4G1,not_cleared_pre_registered_compute_bar,2,1679,Stim8hr,752,878,1528
102,POLG,not_cleared_pre_registered_compute_bar,2,1601,Stim48hr,40,132,9
103,GABPB1,not_cleared_pre_registered_compute_bar,2,1582,Stim8hr,1030,260,958
104,DOHH,not_cleared_pre_registered_compute_bar,2,1563,Stim8hr,339,1884,334
105,TNRC6A,not_cleared_pre_registered_compute_bar,2,1547,Stim48hr,57,399,1312
106,OXA1L,not_cleared_pre_registered_compute_bar,2,1542,Stim48hr,267,2253,9
107,SLC35B1,not_cleared_pre_registered_compute_bar,2,1542,Stim8hr,628,10,504
108,USP7,not_cleared_pre_registered_compute_bar,2,1537,Stim8hr,1028,40,463
109,COX6C,not_cleared_pre_registered_compute_bar,2,1494,Stim8hr,267,262,13
110,CASC3,not_cleared_pre_registered_compute_bar,2,1431,Stim8hr,1239,331,500
111,EHMT2,not_cleared_pre_registered_compute_bar,2,1429,Rest,1429,204,2289
112,ATXN10,not_cleared_pre_registered_compute_bar,2,1377,Rest,1377,158,690
113,HEXIM1,not_cleared_pre_registered_compute_bar,2,1358,Stim48hr,65,222,40
114,UFL1,not_cleared_pre_registered_compute_bar,2,1321,Stim8hr,650,489,162
115,METTL1,not_cleared_pre_registered_compute_bar,2,1283,Stim48hr,515,75,20
116,BRK1,not_cleared_pre_registered_compute_bar,2,1277,Stim8hr,622,3,29
117,UBC,not_cleared_pre_registered_compute_bar,2,1272,Rest,1272,4,36
118,MBTPS1,not_cleared_pre_registered_compute_bar,2,1271,Stim48hr,61,28,94
119,PNPT1,not_cleared_pre_registered_compute_bar,2,1238,Stim8hr,131,418,99
120,RPUSD3,not_cleared_pre_registered_compute_bar,2,1238,Stim48hr,13,40,339
121,UBR4,not_cleared_pre_registered_compute_bar,2,1209,Rest,1209,1,320
122,THRAP3,not_cleared_pre_registered_compute_bar,2,1200,Rest,1200,110,145
123,MTHFD1,not_cleared_pre_registered_compute_bar,2,1188,Stim48hr,44,158,1
124,COG6,not_cleared_pre_registered_compute_bar,2,1162,Stim8hr,827,122,45
125,ATP5PO,not_cleared_pre_registered_compute_bar,2,1157,Stim48hr,423,337,51
126,DDX6,not_cleared_pre_registered_compute_bar,2,1155,Stim48hr,669,603,505
127,SRSF10,not_cleared_pre_registered_compute_bar,2,1147,Stim8hr,377,447,178
128,VARS2,not_cleared_pre_registered_compute_bar,2,1147,Stim48hr,54,613,27
129,IMPA2,not_cleared_pre_registered_compute_bar,2,1145,Rest,1145,587,389
130,TIMM10,not_cleared_pre_registered_compute_bar,2,1056,Stim8hr,1352,7,1365
131,IMPDH2,not_cleared_pre_registered_compute_bar,2,1055,Stim48hr,33,445,10
132,ACTR2,not_cleared_pre_registered_compute_bar,2,1049,Stim48hr,77,9,1097
133,ARPC2,not_cleared_pre_registered_compute_bar,2,1039,Stim8hr,216,10,1387
134,NDUFA8,not_cleared_pre_registered_compute_bar,2,1038,Stim48hr,136,193,9
135,RPTOR,not_cleared_pre_registered_compute_bar,2,1029,Stim8hr,639,1108,687
136,NSUN4,not_cleared_pre_registered_compute_bar,2,1026,Stim48hr,37,72,11
137,NELFCD,not_cleared_pre_registered_compute_bar,2,1025,Stim8hr,595,1039,1540
138,SMG9,not_cleared_pre_registered_compute_bar,2,1012,Stim48hr,420,55,145
139,AIFM1,not_cleared_pre_registered_compute_bar,2,998,Stim48hr,38,5,22
140,ELP3,not_cleared_pre_registered_compute_bar,2,996,Stim8hr,666,143,1690
141,TXNL4B,not_cleared_pre_registered_compute_bar,2,967,Stim8hr,0,7,242
142,C1D,not_cleared_pre_registered_compute_bar,2,960,Stim8hr,555,127,605
143,SSBP1,not_cleared_pre_registered_compute_bar,2,952,Stim8hr,132,242,16
144,PDHA1,not_cleared_pre_registered_compute_bar,2,939,Stim48hr,17,70,29
145,RNF20,not_cleared_pre_registered_compute_bar,2,935,Stim48hr,233,742,2012
146,ACTR8,not_cleared_pre_registered_compute_bar,2,920,Rest,920,1133,614
147,ARPC3,not_cleared_pre_registered_compute_bar,2,906,Stim8hr,148,3,341
148,PDCD5,not_cleared_pre_registered_compute_bar,2,902,Stim48hr,30,37,384
149,CTPS1,not_cleared_pre_registered_compute_bar,2,892,Stim8hr,79,1,567
150,DDX17,not_cleared_pre_registered_compute_bar,2,891,Rest,891,230,361
151,FNBP4,not_cleared_pre_registered_compute_bar,2,884,Stim8hr,621,260,1327
152,EIF3H,not_cleared_pre_registered_compute_bar,2,878,Rest,878,2094,191
153,PPIH,not_cleared_pre_registered_compute_bar,2,877,Stim8hr,161,601,54
154,ARIH1,not_cleared_pre_registered_compute_bar,2,871,Stim48hr,434,79,81
155,TFB1M,not_cleared_pre_registered_compute_bar,2,866,Stim48hr,1,157,11
156,CHTF18,not_cleared_pre_registered_compute_bar,2,858,Stim48hr,136,9,442
157,PITRM1,not_cleared_pre_registered_compute_bar,2,856,Stim48hr,15,170,797
158,PPP1R7,not_cleared_pre_registered_compute_bar,2,838,Stim48hr,82,2,24
159,KTI12,not_cleared_pre_registered_compute_bar,2,826,Stim8hr,768,25,818
160,DDX1,not_cleared_pre_registered_compute_bar,2,820,Stim8hr,308,8,531
161,NKAPD1,not_cleared_pre_registered_compute_bar,2,819,Stim48hr,529,261,616
162,RBM33,not_cleared_pre_registered_compute_bar,2,815,Stim8hr,165,365,310
163,LARS2,not_cleared_pre_registered_compute_bar,2,813,Stim8hr,122,64,33
164,INTS14,not_cleared_pre_registered_compute_bar,2,810,Rest,810,292,1059
165,TWNK,not_cleared_pre_registered_compute_bar,2,802,Stim48hr,232,195,24
166,MTPAP,not_cleared_pre_registered_compute_bar,2,784,Stim48hr,4,202,45
167,CCNQ,not_cleared_pre_registered_compute_bar,2,777,Stim8hr,466,376,839
168,METAP2,not_cleared_pre_registered_compute_bar,2,772,Rest,772,1420,404
169,MIOS,not_cleared_pre_registered_compute_bar,2,768,Stim48hr,469,1238,394
170,SMG8,not_cleared_pre_registered_compute_bar,2,756,Stim8hr,576,42,47
171,TMEM214,not_cleared_pre_registered_compute_bar,2,755,Stim48hr,110,252,1912
172,NRBP1,not_cleared_pre_registered_compute_bar,2,751,Stim48hr,385,296,290
173,UBE2I,not_cleared_pre_registered_compute_bar,2,734,Stim48hr,438,182,1592
174,ATP5ME,not_cleared_pre_registered_compute_bar,2,733,Stim48hr,365,351,10
175,RNASEH2C,not_cleared_pre_registered_compute_bar,2,733,Stim8hr,0,76,467
176,EIF1,not_cleared_pre_registered_compute_bar,2,732,Stim8hr,343,53,376
177,UPF2,not_cleared_pre_registered_compute_bar,2,721,Rest,721,1200,1712
178,PGS1,not_cleared_pre_registered_compute_bar,2,714,Rest,714,647,100
179,SACM1L,not_cleared_pre_registered_compute_bar,2,707,Rest,707,213,1226
180,YEATS2,not_cleared_pre_registered_compute_bar,2,698,Stim48hr,512,640,934
181,CUL3,not_cleared_pre_registered_compute_bar,2,693,Rest,693,96,1427
182,ATP5MF,not_cleared_pre_registered_compute_bar,2,689,Stim48hr,96,424,101
183,HUWE1,not_cleared_pre_registered_compute_bar,2,688,Rest,688,350,1369
184,IWS1,not_cleared_pre_registered_compute_bar,2,686,Rest,686,415,661
185,LAMTOR4,not_cleared_pre_registered_compute_bar,2,684,Stim48hr,27,109,182
186,HSD17B10,not_cleared_pre_registered_compute_bar,2,680,Stim8hr,125,128,314
187,CMTR2,not_cleared_pre_registered_compute_bar,2,674,Stim8hr,79,259,4
188,CNOT11,not_cleared_pre_registered_compute_bar,2,661,Stim8hr,352,297,161
189,GTF3C6,not_cleared_pre_registered_compute_bar,2,654,Stim8hr,43,325,142
190,TUFM,not_cleared_pre_registered_compute_bar,2,652,Stim8hr,122,244,16
191,PARS2,not_cleared_pre_registered_compute_bar,2,651,Stim8hr,98,40,151
192,SEC63,not_cleared_pre_registered_compute_bar,2,647,Stim48hr,293,34,229
193,PCBP2,not_cleared_pre_registered_compute_bar,2,627,Stim8hr,523,156,436
194,COASY,not_cleared_pre_registered_compute_bar,2,623,Stim8hr,699,10,222
195,PCBP1,not_cleared_pre_registered_compute_bar,2,616,Stim8hr,76,159,1215
196,POLG2,not_cleared_pre_registered_compute_bar,2,616,Stim48hr,14,276,10
197,TMED10,not_cleared_pre_registered_compute_bar,2,616,Stim8hr,534,123,828
198,EMC4,not_cleared_pre_registered_compute_bar,2,596,Stim48hr,61,2,70
199,SAP130,not_cleared_pre_registered_compute_bar,2,595,Stim8hr,349,82,20
200,ACTR5,not_cleared_pre_registered_compute_bar,2,585,Stim8hr,332,130,345
201,UQCRB,not_cleared_pre_registered_compute_bar,2,579,Stim48hr,360,380,45
202,ELP5,not_cleared_pre_registered_compute_bar,2,571,Stim8hr,397,455,812
203,PPIL1,not_cleared_pre_registered_compute_bar,2,571,Rest,571,2,30
204,CHMP1A,not_cleared_pre_registered_compute_bar,2,570,Rest,570,8,152
205,MLST8,not_cleared_pre_registered_compute_bar,2,564,Stim48hr,298,31,50
206,NAA20,not_cleared_pre_registered_compute_bar,2,563,Stim8hr,362,1111,382
207,IST1,not_cleared_pre_registered_compute_bar,2,554,Rest,554,112,94
208,COPS8,not_cleared_pre_registered_compute_bar,2,546,Rest,546,964,1772
209,EIF4A1,not_cleared_pre_registered_compute_bar,2,539,Stim48hr,179,36,1131
210,COX5B,not_cleared_pre_registered_compute_bar,2,537,Rest,537,66,10
211,CBLL1,not_cleared_pre_registered_compute_bar,2,532,Stim8hr,302,484,425
212,DHPS,not_cleared_pre_registered_compute_bar,2,532,Rest,532,106,107
213,ADAT2,not_cleared_pre_registered_compute_bar,2,528,Stim8hr,205,0,4
214,UQCRC1,not_cleared_pre_registered_compute_bar,2,528,Rest,528,159,14
215,N6AMT1,not_cleared_pre_registered_compute_bar,2,511,Stim48hr,350,933,17
216,DPH1,not_cleared_pre_registered_compute_bar,2,509,Stim8hr,91,203,304
217,SRSF11,not_cleared_pre_registered_compute_bar,2,507,Rest,507,158,55
218,INO80C,not_cleared_pre_registered_compute_bar,2,496,Stim8hr,219,194,81
219,PGK1,not_cleared_pre_registered_compute_bar,2,492,Stim8hr,268,323,380
220,TTC4,not_cleared_pre_registered_compute_bar,2,491,Rest,491,746,649
221,CYC1,not_cleared_pre_registered_compute_bar,2,482,Stim8hr,66,56,130
222,GPS2,not_cleared_pre_registered_compute_bar,2,475,Stim8hr,317,459,87
223,MICOS10,not_cleared_pre_registered_compute_bar,2,461,Stim48hr,68,157,9
224,VPS29,not_cleared_pre_registered_compute_bar,2,460,Stim8hr,277,977,115
225,XRN1,not_cleared_pre_registered_compute_bar,2,448,Stim8hr,76,19,476
226,URM1,not_cleared_pre_registered_compute_bar,2,438,Stim8hr,431,41,1059
227,SS18L2,not_cleared_pre_registered_compute_bar,2,432,Stim48hr,8,99,5
228,EIF3J,not_cleared_pre_registered_compute_bar,2,430,Rest,430,281,444
229,INO80B,not_cleared_pre_registered_compute_bar,2,428,Stim8hr,166,528,831
230,RFT1,not_cleared_pre_registered_compute_bar,2,428,Stim8hr,6,22,181
231,EXOC7,not_cleared_pre_registered_compute_bar,2,425,Rest,425,23,1084
232,FARS2,not_cleared_pre_registered_compute_bar,2,424,Stim48hr,4,11,177
233,ZRSR2,not_cleared_pre_registered_compute_bar,2,424,Stim8hr,291,76,169
234,IPO9,not_cleared_pre_registered_compute_bar,2,418,Stim8hr,84,354,786
235,SARS2,not_cleared_pre_registered_compute_bar,2,417,Stim8hr,77,249,105
236,ELAC2,not_cleared_pre_registered_compute_bar,2,413,Stim8hr,84,44,717
237,NAA25,not_cleared_pre_registered_compute_bar,2,410,Stim8hr,515,1949,1167
238,EARS2,not_cleared_pre_registered_compute_bar,2,408,Stim48hr,50,221,591
239,UBA2,not_cleared_pre_registered_compute_bar,2,407,Rest,407,698,1290
240,ESYT2,not_cleared_pre_registered_compute_bar,2,401,Stim8hr,198,287,690
241,ALG1,not_cleared_pre_registered_compute_bar,2,400,Stim8hr,133,8,166
242,SUGT1,not_cleared_pre_registered_compute_bar,2,390,Stim48hr,58,284,314
243,DIS3,not_cleared_pre_registered_compute_bar,2,387,Stim8hr,245,267,104
244,PTPN1,not_cleared_pre_registered_compute_bar,2,384,Rest,384,1561,230
245,NAF1,not_cleared_pre_registered_compute_bar,2,379,Stim8hr,150,500,1217
246,WNK1,not_cleared_pre_registered_compute_bar,2,377,Stim8hr,332,165,137
247,CDIPT,not_cleared_pre_registered_compute_bar,2,376,Stim8hr,24,580,59
248,FBXO42,not_cleared_pre_registered_compute_bar,2,375,Stim48hr,69,183,315
249,MED14,not_cleared_pre_registered_compute_bar,2,367,Stim8hr,120,1096,1797
250,TSFM,not_cleared_pre_registered_compute_bar,2,367,Stim48hr,1,44,11
251,CLASRP,not_cleared_pre_registered_compute_bar,2,362,Stim48hr,157,108,1109
252,COQ2,not_cleared_pre_registered_compute_bar,2,361,Stim8hr,179,67,13
253,ATP6AP2,not_cleared_pre_registered_compute_bar,2,354,Stim48hr,3,67,218
254,UBE3D,not_cleared_pre_registered_compute_bar,2,350,Stim8hr,265,143,1261
255,CDK2,not_cleared_pre_registered_compute_bar,2,347,Stim48hr,1,41,382
256,TRMT10C,not_cleared_pre_registered_compute_bar,2,342,Stim48hr,9,368,21
257,INO80,not_cleared_pre_registered_compute_bar,2,341,Rest,341,827,855
258,PHF12,not_cleared_pre_registered_compute_bar,2,326,Stim8hr,188,161,526
259,PRPF39,not_cleared_pre_registered_compute_bar,2,326,Stim8hr,53,118,180
260,RPE,not_cleared_pre_registered_compute_bar,2,326,Stim48hr,9,10,103
261,UBE2N,not_cleared_pre_registered_compute_bar,2,326,Stim8hr,189,55,129
262,EXOC2,not_cleared_pre_registered_compute_bar,2,319,Stim8hr,0,5,1220
263,PDPK1,not_cleared_pre_registered_compute_bar,2,310,Stim48hr,184,56,271
264,MBIP,not_cleared_pre_registered_compute_bar,2,308,Stim48hr,11,122,304
265,TRAPPC3,not_cleared_pre_registered_compute_bar,2,307,Rest,307,5,1880
266,VPS41,not_cleared_pre_registered_compute_bar,2,304,Stim48hr,273,125,327
267,FAF2,not_cleared_pre_registered_compute_bar,2,302,Stim48hr,136,23,122
268,NDUFS5,not_cleared_pre_registered_compute_bar,2,301,Stim48hr,2,63,1
269,PPP6C,not_cleared_pre_registered_compute_bar,2,298,Stim8hr,126,21,3217
270,PHF10,not_cleared_pre_registered_compute_bar,2,297,Rest,297,328,170
271,LRP5,not_cleared_pre_registered_compute_bar,2,295,Stim48hr,11,89,408
272,GNB1L,not_cleared_pre_registered_compute_bar,2,292,Rest,292,78,158
273,CLPB,not_cleared_pre_registered_compute_bar,2,286,Stim48hr,5,289,4
274,EXOSC10,not_cleared_pre_registered_compute_bar,2,285,Stim8hr,0,204,728
275,DHX30,not_cleared_pre_registered_compute_bar,2,277,Stim48hr,5,593,54
276,ZC3H4,not_cleared_pre_registered_compute_bar,2,277,Stim8hr,136,634,506
277,PELO,not_cleared_pre_registered_compute_bar,2,275,Stim48hr,163,299,49
278,WDR44,not_cleared_pre_registered_compute_bar,2,272,Rest,272,156,207
279,STAG2,not_cleared_pre_registered_compute_bar,2,271,Rest,271,235,64
280,QRSL1,not_cleared_pre_registered_compute_bar,2,269,Stim48hr,18,205,9
281,UQCRQ,not_cleared_pre_registered_compute_bar,2,267,Rest,267,391,118
282,PIGH,not_cleared_pre_registered_compute_bar,2,259,Rest,259,5,360
283,BAP1,not_cleared_pre_registered_compute_bar,2,258,Stim48hr,60,1292,1069
284,CNOT9,not_cleared_pre_registered_compute_bar,2,251,Stim8hr,41,502,377
285,COX15,not_cleared_pre_registered_compute_bar,2,247,Stim48hr,15,1166,125
286,COX10,not_cleared_pre_registered_compute_bar,2,245,Stim8hr,72,86,23
287,NDUFA6,not_cleared_pre_registered_compute_bar,2,245,Stim48hr,3,212,3
288,NASP,not_cleared_pre_registered_compute_bar,2,243,Rest,243,2,50
289,PUM1,not_cleared_pre_registered_compute_bar,2,241,Stim48hr,84,211,209
290,GTF3C5,not_cleared_pre_registered_compute_bar,2,239,Stim8hr,2,12,288
291,UBE2H,not_cleared_pre_registered_compute_bar,2,237,Rest,237,7,402
292,SRP9,not_cleared_pre_registered_compute_bar,2,235,Stim8hr,2,1343,1185
293,SCAP,not_cleared_pre_registered_compute_bar,2,234,Stim48hr,24,93,69
294,RNF8,not_cleared_pre_registered_compute_bar,2,233,Stim48hr,125,2,288
295,BUD23,not_cleared_pre_registered_compute_bar,2,232,Stim8hr,0,198,0
296,SHQ1,not_cleared_pre_registered_compute_bar,2,231,Stim8hr,47,1,1672
297,ZC3H3,not_cleared_pre_registered_compute_bar,2,231,Stim8hr,218,433,223
298,NDUFB4,not_cleared_pre_registered_compute_bar,2,229,Stim48hr,24,495,5
299,SBNO1,not_cleared_pre_registered_compute_bar,2,229,Rest,229,311,462
300,EIF4H,not_cleared_pre_registered_compute_bar,2,225,Stim8hr,94,80,153
301,KEAP1,not_cleared_pre_registered_compute_bar,2,220,Stim8hr,126,292,373
302,UNC45A,not_cleared_pre_registered_compute_bar,2,220,Stim48hr,180,3,187
303,PTBP1,not_cleared_pre_registered_compute_bar,2,215,Stim8hr,89,20,586
304,TOMM20,not_cleared_pre_registered_compute_bar,2,215,Stim8hr,372,251,199
305,ACTR3,not_cleared_pre_registered_compute_bar,2,209,Stim8hr,32,8,503
306,EIF3L,not_cleared_pre_registered_compute_bar,2,206,Stim48hr,142,68,165
307,GNPAT,not_cleared_pre_registered_compute_bar,2,205,Stim8hr,24,157,11
308,CCND3,not_cleared_pre_registered_compute_bar,2,200,Stim48hr,1,157,2
309,PPP1R15B,not_cleared_pre_registered_compute_bar,2,199,Rest,199,40,729
310,POLR3H,not_cleared_pre_registered_compute_bar,2,197,Stim8hr,41,1,464
311,CMTR1,not_cleared_pre_registered_compute_bar,2,195,Stim8hr,154,1388,761
312,POLR2K,not_cleared_pre_registered_compute_bar,2,195,Stim8hr,0,23,520
313,ELP4,not_cleared_pre_registered_compute_bar,2,192,Stim8hr,150,223,227
314,FBXW7,not_cleared_pre_registered_compute_bar,2,192,Stim8hr,50,178,169
315,CABIN1,not_cleared_pre_registered_compute_bar,2,191,Stim8hr,27,241,150
316,DHX9,not_cleared_pre_registered_compute_bar,2,188,Stim48hr,141,46,91
317,TSR2,not_cleared_pre_registered_compute_bar,2,188,Rest,188,2096,1975
318,ALG13,not_cleared_pre_registered_compute_bar,2,186,Stim8hr,35,414,300
319,THG1L,not_cleared_pre_registered_compute_bar,2,186,Stim8hr,152,419,813
320,CCDC6,not_cleared_pre_registered_compute_bar,2,185,Stim8hr,102,920,823
321,GET3,not_cleared_pre_registered_compute_bar,2,184,Stim8hr,32,225,169
322,LAMTOR3,not_cleared_pre_registered_compute_bar,2,182,Stim8hr,87,156,554
323,ATIC,not_cleared_pre_registered_compute_bar,2,181,Stim8hr,63,214,867
324,XRN2,not_cleared_pre_registered_compute_bar,2,179,Rest,179,456,517
325,UQCRC2,not_cleared_pre_registered_compute_bar,2,177,Stim8hr,20,224,6
326,CCAR1,not_cleared_pre_registered_compute_bar,2,172,Rest,172,113,142
327,PGAM1,not_cleared_pre_registered_compute_bar,2,172,Stim8hr,17,1048,142
