rank,gene,leaderboard_status,orthogonal_dataset_count,rank_input_strongest_de,strongest_condition,rest_de,k562_de,rpe1_de
2031,ALAS1,not_cleared_pre_registered_compute_bar,1,61,Stim8hr,3,50,
2032,ARIH2,not_cleared_pre_registered_compute_bar,1,61,Stim48hr,2,1,
2033,BPNT1,not_cleared_pre_registered_compute_bar,1,60,Rest,60,2,
2034,SEC31A,not_cleared_pre_registered_compute_bar,1,60,Stim48hr,1,35,
2035,SREK1IP1,not_cleared_pre_registered_compute_bar,1,60,Stim8hr,15,5,
2036,TRADD,not_cleared_pre_registered_compute_bar,1,60,Stim8hr,13,27,
2037,CDK2AP2,not_cleared_pre_registered_compute_bar,1,57,Stim8hr,6,21,
2038,CLDND1,not_cleared_pre_registered_compute_bar,1,56,Stim48hr,28,6,
2039,PAPOLA,not_cleared_pre_registered_compute_bar,1,56,Stim8hr,14,112,
2040,SYNCRIP,not_cleared_pre_registered_compute_bar,1,55,Stim48hr,37,75,
2041,ACSL3,not_cleared_pre_registered_compute_bar,1,54,Stim48hr,16,208,
2042,NDUFS7,not_cleared_pre_registered_compute_bar,1,54,Stim48hr,4,30,
2043,PIGN,not_cleared_pre_registered_compute_bar,1,54,Stim8hr,38,0,
2044,PPP1R18,not_cleared_pre_registered_compute_bar,1,54,Stim8hr,15,4,
2045,PRCC,not_cleared_pre_registered_compute_bar,1,53,Stim8hr,14,80,
2046,DMXL1,not_cleared_pre_registered_compute_bar,1,51,Stim48hr,1,171,
2047,PCGF3,not_cleared_pre_registered_compute_bar,1,51,Stim48hr,7,37,
2048,VPS4A,not_cleared_pre_registered_compute_bar,1,50,Stim48hr,1,50,
2049,AKR1A1,not_cleared_pre_registered_compute_bar,1,49,Stim8hr,2,9,
2050,ANTKMT,not_cleared_pre_registered_compute_bar,1,49,Stim48hr,17,7,
2051,SURF1,not_cleared_pre_registered_compute_bar,1,49,Rest,49,3,
2052,RHNO1,not_cleared_pre_registered_compute_bar,1,47,Stim48hr,27,0,
2053,GFM2,not_cleared_pre_registered_compute_bar,1,46,Stim48hr,6,3,
2054,S100PBP,not_cleared_pre_registered_compute_bar,1,46,Stim8hr,13,1,
2055,TRIM33,not_cleared_pre_registered_compute_bar,1,46,Stim8hr,20,37,
2056,TXNDC12,not_cleared_pre_registered_compute_bar,1,46,Stim8hr,2,7,
2057,CCNE1,not_cleared_pre_registered_compute_bar,1,45,Stim8hr,1,89,
2058,TM2D2,not_cleared_pre_registered_compute_bar,1,44,Stim48hr,8,1,
2059,ATP2B1,not_cleared_pre_registered_compute_bar,1,43,Stim8hr,486,1,
2060,NPC1,not_cleared_pre_registered_compute_bar,1,43,Rest,43,126,
2061,HEATR5B,not_cleared_pre_registered_compute_bar,1,42,Rest,42,0,
2062,ALAD,not_cleared_pre_registered_compute_bar,1,41,Stim48hr,0,44,
2063,PRIMPOL,not_cleared_pre_registered_compute_bar,1,41,Rest,41,0,
2064,TASOR2,not_cleared_pre_registered_compute_bar,1,41,Stim48hr,1,49,
2065,CCDC9,not_cleared_pre_registered_compute_bar,1,40,Stim48hr,10,101,
2066,SGK3,not_cleared_pre_registered_compute_bar,1,40,Rest,40,50,
2067,COQ10B,not_cleared_pre_registered_compute_bar,1,39,Stim48hr,5,82,
2068,EPS15L1,not_cleared_pre_registered_compute_bar,1,39,Stim8hr,10,31,
2069,MRM2,not_cleared_pre_registered_compute_bar,1,39,Stim48hr,2,35,
2070,MAPK1,not_cleared_pre_registered_compute_bar,1,38,Stim8hr,6,58,
2071,NUDT22,not_cleared_pre_registered_compute_bar,1,38,Stim48hr,14,23,
2072,NUSAP1,not_cleared_pre_registered_compute_bar,1,38,Stim48hr,2,1,
2073,HTRA2,not_cleared_pre_registered_compute_bar,1,37,Stim8hr,17,5,
2074,RBM7,not_cleared_pre_registered_compute_bar,1,37,Stim8hr,15,59,
2075,SLC38A6,not_cleared_pre_registered_compute_bar,1,37,Stim48hr,87,183,
2076,CHRNB1,not_cleared_pre_registered_compute_bar,1,36,Stim8hr,10,37,
2077,FOXRED1,not_cleared_pre_registered_compute_bar,1,36,Stim48hr,8,4,
2078,GOLGA5,not_cleared_pre_registered_compute_bar,1,36,Rest,36,43,
2079,MTRES1,not_cleared_pre_registered_compute_bar,1,36,Stim8hr,1,77,
2080,CAMTA2,not_cleared_pre_registered_compute_bar,1,35,Stim48hr,0,69,
2081,EIF4E2,not_cleared_pre_registered_compute_bar,1,35,Stim48hr,1,115,
2082,POLDIP2,not_cleared_pre_registered_compute_bar,1,35,Stim48hr,16,4,
2083,CIR1,not_cleared_pre_registered_compute_bar,1,34,Rest,34,1,
2084,MTX1,not_cleared_pre_registered_compute_bar,1,34,Stim48hr,0,1,
2085,ARFGEF1,not_cleared_pre_registered_compute_bar,1,33,Stim8hr,13,82,
2086,CHD2,not_cleared_pre_registered_compute_bar,1,33,Stim48hr,15,31,
2087,DCAF7,not_cleared_pre_registered_compute_bar,1,33,Stim8hr,0,47,
2088,OSTF1,not_cleared_pre_registered_compute_bar,1,32,Stim8hr,15,4,
2089,CCAR2,not_cleared_pre_registered_compute_bar,1,31,Stim8hr,12,12,
2090,MAIP1,not_cleared_pre_registered_compute_bar,1,31,Stim8hr,4,1,
2091,REEP3,not_cleared_pre_registered_compute_bar,1,31,Stim48hr,8,36,
2092,ATP5F1D,not_cleared_pre_registered_compute_bar,1,30,Rest,30,57,
2093,NABP2,not_cleared_pre_registered_compute_bar,1,30,Stim48hr,5,17,
2094,TSEN15,not_cleared_pre_registered_compute_bar,1,30,Stim8hr,14,106,
2095,DAZAP1,not_cleared_pre_registered_compute_bar,1,29,Stim48hr,22,33,
2096,DDI2,not_cleared_pre_registered_compute_bar,1,29,Stim48hr,10,27,
2097,FTO,not_cleared_pre_registered_compute_bar,1,29,Stim8hr,7,0,
2098,GMPR2,not_cleared_pre_registered_compute_bar,1,29,Rest,29,20,
2099,RAP1A,not_cleared_pre_registered_compute_bar,1,29,Stim8hr,27,49,
2100,NTHL1,not_cleared_pre_registered_compute_bar,1,28,Stim8hr,8,12,
2101,DNAJC30,not_cleared_pre_registered_compute_bar,1,26,Stim48hr,2,0,
2102,KYAT3,not_cleared_pre_registered_compute_bar,1,26,Stim8hr,2,4,
2103,NAMPT,not_cleared_pre_registered_compute_bar,1,26,Stim8hr,19,87,
2104,NDUFS1,not_cleared_pre_registered_compute_bar,1,26,Stim48hr,3,23,
2105,ZBTB45,not_cleared_pre_registered_compute_bar,1,26,Stim48hr,9,1,
2106,GPR108,not_cleared_pre_registered_compute_bar,1,25,Stim8hr,9,21,
2107,NLN,not_cleared_pre_registered_compute_bar,1,25,Stim48hr,8,1,
2108,OXSM,not_cleared_pre_registered_compute_bar,1,25,Stim48hr,16,0,
2109,PIKFYVE,not_cleared_pre_registered_compute_bar,1,25,Rest,25,85,
2110,PIP4P1,not_cleared_pre_registered_compute_bar,1,25,Stim48hr,24,15,
2111,RC3H2,not_cleared_pre_registered_compute_bar,1,25,Stim48hr,12,1,
2112,ZSCAN32,not_cleared_pre_registered_compute_bar,1,25,Stim48hr,4,18,
2113,CBL,not_cleared_pre_registered_compute_bar,1,24,Stim8hr,5,64,
2114,RCHY1,not_cleared_pre_registered_compute_bar,1,24,Stim8hr,7,1,
2115,WDR83,not_cleared_pre_registered_compute_bar,1,24,Stim8hr,5,1,
2116,AKT2,not_cleared_pre_registered_compute_bar,1,23,Rest,23,92,
2117,ANKMY2,not_cleared_pre_registered_compute_bar,1,23,Stim8hr,17,1,
2118,C20orf96,not_cleared_pre_registered_compute_bar,1,23,Rest,23,0,
2119,HOOK3,not_cleared_pre_registered_compute_bar,1,23,Rest,23,1,
2120,LTB,not_cleared_pre_registered_compute_bar,1,23,Rest,23,5,
2121,PEX3,not_cleared_pre_registered_compute_bar,1,23,Stim48hr,11,12,
2122,AKR7A2,not_cleared_pre_registered_compute_bar,1,22,Rest,22,3,
2123,ANKRD27,not_cleared_pre_registered_compute_bar,1,22,Rest,22,30,
2124,ATP5MG,not_cleared_pre_registered_compute_bar,1,22,Rest,22,98,
2125,DCP1A,not_cleared_pre_registered_compute_bar,1,22,Stim8hr,2,33,
2126,MED13L,not_cleared_pre_registered_compute_bar,1,22,Stim48hr,3,73,
2127,POLE4,not_cleared_pre_registered_compute_bar,1,22,Stim8hr,7,59,
2128,ANKRD54,not_cleared_pre_registered_compute_bar,1,21,Stim48hr,1,0,
2129,DMAC2L,not_cleared_pre_registered_compute_bar,1,21,Stim8hr,4,10,
2130,ETFB,not_cleared_pre_registered_compute_bar,1,21,Stim8hr,12,1,
2131,FKRP,not_cleared_pre_registered_compute_bar,1,21,Stim48hr,8,3,
2132,LMBRD2,not_cleared_pre_registered_compute_bar,1,21,Stim8hr,7,12,
2133,RBM26,not_cleared_pre_registered_compute_bar,1,21,Stim8hr,11,42,
2134,ZBTB25,not_cleared_pre_registered_compute_bar,1,21,Stim8hr,19,0,
2135,ZNF396,not_cleared_pre_registered_compute_bar,1,21,Stim48hr,2,87,
2136,AVL9,not_cleared_pre_registered_compute_bar,1,20,Stim48hr,7,1,
2137,MSANTD4,not_cleared_pre_registered_compute_bar,1,20,Stim48hr,6,33,
2138,REEP5,not_cleared_pre_registered_compute_bar,1,20,Rest,20,187,
2139,TRAPPC2L,not_cleared_pre_registered_compute_bar,1,20,Stim8hr,2,1,
2140,ZNF408,not_cleared_pre_registered_compute_bar,1,20,Stim8hr,13,10,
2141,GDI1,not_cleared_pre_registered_compute_bar,1,19,Stim48hr,8,35,
2142,IKBIP,not_cleared_pre_registered_compute_bar,1,19,Rest,19,4,
2143,KCTD9,not_cleared_pre_registered_compute_bar,1,19,Rest,19,3,
2144,PPP1R12B,not_cleared_pre_registered_compute_bar,1,19,Stim48hr,5,1,
2145,ZNF75A,not_cleared_pre_registered_compute_bar,1,19,Stim48hr,5,2,
2146,CHKB,not_cleared_pre_registered_compute_bar,1,18,Stim8hr,4,168,
2147,CTDNEP1,not_cleared_pre_registered_compute_bar,1,18,Rest,18,2,
2148,DMAC2,not_cleared_pre_registered_compute_bar,1,18,Stim48hr,2,33,
2149,DRAM2,not_cleared_pre_registered_compute_bar,1,18,Stim8hr,12,1,
2150,HIPK3,not_cleared_pre_registered_compute_bar,1,18,Stim48hr,7,66,
2151,LRIF1,not_cleared_pre_registered_compute_bar,1,18,Stim48hr,15,30,
2152,PDE3B,not_cleared_pre_registered_compute_bar,1,18,Stim48hr,8,34,
2153,THAP6,not_cleared_pre_registered_compute_bar,1,18,Rest,18,8,
2154,VPS39,not_cleared_pre_registered_compute_bar,1,18,Stim48hr,15,39,
2155,YY1AP1,not_cleared_pre_registered_compute_bar,1,18,Rest,18,22,
2156,AACS,not_cleared_pre_registered_compute_bar,1,17,Stim48hr,5,67,
2157,C21orf58,not_cleared_pre_registered_compute_bar,1,17,Rest,17,2,
2158,CCDC125,not_cleared_pre_registered_compute_bar,1,17,Rest,17,111,
2159,PIGP,not_cleared_pre_registered_compute_bar,1,17,Stim48hr,6,21,
2160,RAD51AP1,not_cleared_pre_registered_compute_bar,1,17,Rest,17,1,
2161,RNF214,not_cleared_pre_registered_compute_bar,1,17,Stim48hr,10,10,
2162,VAMP7,not_cleared_pre_registered_compute_bar,1,17,Stim48hr,5,5,
2163,ZMYM3,not_cleared_pre_registered_compute_bar,1,17,Rest,17,37,
2164,ATP6V1E2,not_cleared_pre_registered_compute_bar,1,16,Rest,16,16,
2165,DCUN1D2,not_cleared_pre_registered_compute_bar,1,16,Stim8hr,2,6,
2166,ERMARD,not_cleared_pre_registered_compute_bar,1,16,Stim8hr,5,0,
2167,PPIP5K2,not_cleared_pre_registered_compute_bar,1,16,Stim48hr,4,2,
2168,UNK,not_cleared_pre_registered_compute_bar,1,16,Stim8hr,12,1,
2169,ANKRD16,not_cleared_pre_registered_compute_bar,1,15,Stim8hr,1,12,
2170,C4orf33,not_cleared_pre_registered_compute_bar,1,15,Stim48hr,9,0,
2171,CRLF3,not_cleared_pre_registered_compute_bar,1,15,Stim48hr,9,99,
2172,DNAJC16,not_cleared_pre_registered_compute_bar,1,15,Stim8hr,5,0,
2173,KIAA0319L,not_cleared_pre_registered_compute_bar,1,15,Rest,15,2,
2174,METTL8,not_cleared_pre_registered_compute_bar,1,15,Stim8hr,5,4,
2175,UGCG,not_cleared_pre_registered_compute_bar,1,15,Rest,15,157,
2176,ZNF276,not_cleared_pre_registered_compute_bar,1,15,Stim48hr,10,0,
2177,CEP19,not_cleared_pre_registered_compute_bar,1,14,Rest,14,0,
2178,CMIP,not_cleared_pre_registered_compute_bar,1,14,Stim48hr,2,27,
2179,GGNBP2,not_cleared_pre_registered_compute_bar,1,14,Stim8hr,4,2,
2180,GLYR1,not_cleared_pre_registered_compute_bar,1,14,Stim48hr,11,5,
2181,GTPBP3,not_cleared_pre_registered_compute_bar,1,14,Stim48hr,4,3,
2182,HPS4,not_cleared_pre_registered_compute_bar,1,14,Stim8hr,11,1,
2183,NUDCD2,not_cleared_pre_registered_compute_bar,1,14,Stim8hr,3,3,
2184,PCSK7,not_cleared_pre_registered_compute_bar,1,14,Rest,14,0,
2185,PIGX,not_cleared_pre_registered_compute_bar,1,14,Rest,14,1,
2186,SSR4,not_cleared_pre_registered_compute_bar,1,14,Stim48hr,4,1,
2187,TMCO3,not_cleared_pre_registered_compute_bar,1,14,Stim48hr,7,8,
2188,UBR7,not_cleared_pre_registered_compute_bar,1,14,Rest,14,1,
2189,ZCCHC3,not_cleared_pre_registered_compute_bar,1,14,Stim8hr,6,1,
2190,BABAM2,not_cleared_pre_registered_compute_bar,1,13,Stim48hr,2,0,
2191,CCDC51,not_cleared_pre_registered_compute_bar,1,13,Stim8hr,2,2,
2192,CEP95,not_cleared_pre_registered_compute_bar,1,13,Stim8hr,0,22,
2193,PLOD3,not_cleared_pre_registered_compute_bar,1,13,Stim48hr,89,38,
2194,RING1,not_cleared_pre_registered_compute_bar,1,13,Stim8hr,2,6,
2195,RSF1,not_cleared_pre_registered_compute_bar,1,13,Stim48hr,4,1,
2196,STRN,not_cleared_pre_registered_compute_bar,1,13,Rest,13,35,
2197,TXNDC17,not_cleared_pre_registered_compute_bar,1,13,Stim48hr,4,15,
2198,VPS26A,not_cleared_pre_registered_compute_bar,1,13,Rest,13,76,
2199,ZNF561,not_cleared_pre_registered_compute_bar,1,13,Rest,13,71,
2200,AP2B1,not_cleared_pre_registered_compute_bar,1,12,Stim48hr,9,47,
2201,ARFIP2,not_cleared_pre_registered_compute_bar,1,12,Stim8hr,9,31,
2202,ARMCX6,not_cleared_pre_registered_compute_bar,1,12,Stim8hr,2,1,
2203,CHD8,not_cleared_pre_registered_compute_bar,1,12,Stim48hr,28,33,
2204,FBXO8,not_cleared_pre_registered_compute_bar,1,12,Stim48hr,2,1,
2205,RIF1,not_cleared_pre_registered_compute_bar,1,12,Rest,12,47,
2206,SRSF8,not_cleared_pre_registered_compute_bar,1,12,Stim48hr,10,36,
2207,SUV39H1,not_cleared_pre_registered_compute_bar,1,12,Stim8hr,2,183,
2208,ZNF473,not_cleared_pre_registered_compute_bar,1,12,Stim8hr,1,0,
2209,ZNF570,not_cleared_pre_registered_compute_bar,1,12,Rest,12,0,
2210,ZNF581,not_cleared_pre_registered_compute_bar,1,12,Stim8hr,6,2,
2211,BAG1,not_cleared_pre_registered_compute_bar,1,11,Stim8hr,3,8,
2212,CD99,not_cleared_pre_registered_compute_bar,1,11,Stim48hr,1,117,
2213,CDC42SE1,not_cleared_pre_registered_compute_bar,1,11,Rest,11,2,
2214,FAM229B,not_cleared_pre_registered_compute_bar,1,11,Stim48hr,6,0,
2215,FAM241A,not_cleared_pre_registered_compute_bar,1,11,Rest,11,27,
2216,GPSM3,not_cleared_pre_registered_compute_bar,1,11,Rest,11,21,
2217,IRGQ,not_cleared_pre_registered_compute_bar,1,11,Stim8hr,5,0,
2218,NECAP2,not_cleared_pre_registered_compute_bar,1,11,Stim48hr,8,58,
2219,OPN3,not_cleared_pre_registered_compute_bar,1,11,Stim8hr,5,3,
2220,PROSER1,not_cleared_pre_registered_compute_bar,1,11,Stim8hr,4,10,
2221,R3HDM1,not_cleared_pre_registered_compute_bar,1,11,Rest,11,22,
2222,RBM6,not_cleared_pre_registered_compute_bar,1,11,Stim8hr,2,40,
2223,SDCCAG8,not_cleared_pre_registered_compute_bar,1,11,Rest,11,2,
2224,SLC30A7,not_cleared_pre_registered_compute_bar,1,11,Stim8hr,2,1,
2225,TAPBP,not_cleared_pre_registered_compute_bar,1,11,Rest,11,1,
2226,TOR1B,not_cleared_pre_registered_compute_bar,1,11,Stim8hr,1,49,
2227,SUPT7L,not_cleared_pre_registered_compute_bar,1,4331,Stim8hr,2929,12,
2228,ATAD5,not_cleared_pre_registered_compute_bar,1,3791,Rest,3791,79,
2229,TMED9,not_cleared_pre_registered_compute_bar,1,2577,Stim8hr,1570,22,
2230,NPC2,not_cleared_pre_registered_compute_bar,1,2420,Stim48hr,86,42,
2231,NUDCD1,not_cleared_pre_registered_compute_bar,1,2136,Stim48hr,311,87,
2232,TRIP12,not_cleared_pre_registered_compute_bar,1,2013,Rest,2013,14,
2233,DDRGK1,not_cleared_pre_registered_compute_bar,1,1706,Stim8hr,1384,12,
2234,BRMS1,not_cleared_pre_registered_compute_bar,1,1663,Stim48hr,732,3,
2235,MCTS1,not_cleared_pre_registered_compute_bar,1,1361,Stim8hr,974,39,
2236,SLC31A1,not_cleared_pre_registered_compute_bar,1,1344,Rest,1344,51,
2237,SLC5A6,not_cleared_pre_registered_compute_bar,1,1272,Stim8hr,659,1,
2238,RBFA,not_cleared_pre_registered_compute_bar,1,1166,Stim48hr,14,100,
2239,UBAP2L,not_cleared_pre_registered_compute_bar,1,1117,Stim8hr,629,53,
2240,GEN1,not_cleared_pre_registered_compute_bar,1,1115,Rest,1115,17,
2241,TSC2,not_cleared_pre_registered_compute_bar,1,1101,Rest,1101,8,
2242,GID8,not_cleared_pre_registered_compute_bar,1,972,Stim8hr,348,28,
2243,CDS2,not_cleared_pre_registered_compute_bar,1,921,Stim8hr,10,41,
2244,COG5,not_cleared_pre_registered_compute_bar,1,780,Rest,780,0,
2245,PHF23,not_cleared_pre_registered_compute_bar,1,703,Rest,703,112,
2246,SLC35C2,not_cleared_pre_registered_compute_bar,1,673,Rest,673,3,
2247,STYXL1,not_cleared_pre_registered_compute_bar,1,584,Stim48hr,170,44,
2248,SOCS4,not_cleared_pre_registered_compute_bar,1,525,Rest,525,1,
2249,IFI27L1,not_cleared_pre_registered_compute_bar,1,511,Rest,511,7,
2250,ATG12,not_cleared_pre_registered_compute_bar,1,508,Rest,508,1,
2251,COX4I1,not_cleared_pre_registered_compute_bar,1,484,Stim8hr,429,11,
2252,RO60,not_cleared_pre_registered_compute_bar,1,484,Stim8hr,439,2,
2253,PPHLN1,not_cleared_pre_registered_compute_bar,1,475,Rest,475,18,
2254,EHMT1,not_cleared_pre_registered_compute_bar,1,469,Rest,469,97,
2255,PIGF,not_cleared_pre_registered_compute_bar,1,458,Rest,458,4,
2256,WRAP53,not_cleared_pre_registered_compute_bar,1,449,Stim48hr,321,90,
2257,DDA1,not_cleared_pre_registered_compute_bar,1,444,Stim8hr,417,52,
2258,SCO1,not_cleared_pre_registered_compute_bar,1,401,Stim8hr,43,61,
2259,RBM18,not_cleared_pre_registered_compute_bar,1,383,Stim48hr,17,99,
2260,IMMP1L,not_cleared_pre_registered_compute_bar,1,377,Rest,377,2,
2261,HEXD,not_cleared_pre_registered_compute_bar,1,368,Rest,368,3,
2262,ALKBH2,not_cleared_pre_registered_compute_bar,1,365,Rest,365,0,
2263,EIF3K,not_cleared_pre_registered_compute_bar,1,353,Stim8hr,79,31,
2264,SLC39A6,not_cleared_pre_registered_compute_bar,1,289,Stim8hr,71,64,
2265,NDUFB11,not_cleared_pre_registered_compute_bar,1,225,Stim48hr,65,53,
2266,NCDN,not_cleared_pre_registered_compute_bar,1,196,Stim48hr,11,147,
2267,THAP2,not_cleared_pre_registered_compute_bar,1,170,Stim8hr,94,63,
2268,NDUFB9,not_cleared_pre_registered_compute_bar,1,167,Stim48hr,4,45,
2269,HIRIP3,not_cleared_pre_registered_compute_bar,1,147,Stim8hr,26,42,
2270,NUDT5,not_cleared_pre_registered_compute_bar,1,118,Stim8hr,71,27,
2271,CRIPT,not_cleared_pre_registered_compute_bar,1,97,Stim8hr,15,36,
2272,RIC8A,not_cleared_pre_registered_compute_bar,1,85,Stim48hr,5,55,
2273,PIBF1,not_cleared_pre_registered_compute_bar,1,72,Stim8hr,36,73,
2274,RNF41,not_cleared_pre_registered_compute_bar,1,72,Stim8hr,40,26,
2275,TMEM259,not_cleared_pre_registered_compute_bar,1,66,Stim8hr,31,47,
2276,GBA2,not_cleared_pre_registered_compute_bar,1,63,Stim48hr,10,45,
2277,UBN1,not_cleared_pre_registered_compute_bar,1,62,Stim48hr,26,50,
2278,TRIR,not_cleared_pre_registered_compute_bar,1,37,Stim8hr,29,32,
2279,FAM120A,not_cleared_pre_registered_compute_bar,1,32,Rest,32,39,
2280,PAN2,not_cleared_pre_registered_compute_bar,1,31,Stim8hr,5,57,
2281,AP3S1,not_cleared_pre_registered_compute_bar,1,30,Rest,30,52,
2282,SLIRP,not_cleared_pre_registered_compute_bar,1,28,Stim48hr,2,48,
2283,EPM2AIP1,not_cleared_pre_registered_compute_bar,1,19,Stim8hr,6,28,
2284,LARP7,not_cleared_pre_registered_compute_bar,1,16,Stim48hr,2,61,
2285,TIMM17B,not_cleared_pre_registered_compute_bar,1,14,Stim48hr,8,76,
2286,RMDN3,not_cleared_pre_registered_compute_bar,1,12,Rest,12,79,
2287,ST7L,not_cleared_pre_registered_compute_bar,1,12,Stim8hr,435,2,
2288,PLEKHA8,not_cleared_pre_registered_compute_bar,1,11,Rest,11,35,
2289,FITM2,not_cleared_pre_registered_compute_bar,0,2607,Stim8hr,21,,
2290,CARMIL2,not_cleared_pre_registered_compute_bar,0,2545,Stim8hr,86,,
2291,UBE2E2,not_cleared_pre_registered_compute_bar,0,1524,Stim8hr,4,,
2292,HACD2,not_cleared_pre_registered_compute_bar,0,1424,Stim48hr,4,,
2293,FZD6,not_cleared_pre_registered_compute_bar,0,1395,Stim8hr,5,,
2294,ANKRD61,not_cleared_pre_registered_compute_bar,0,1177,Stim48hr,1,,
2295,CD2,not_cleared_pre_registered_compute_bar,0,989,Stim48hr,4,,
2296,RASAL3,not_cleared_pre_registered_compute_bar,0,986,Stim48hr,102,,
2297,ARHGAP27,not_cleared_pre_registered_compute_bar,0,934,Stim8hr,9,,
2298,SCYL3,not_cleared_pre_registered_compute_bar,0,882,Stim48hr,220,,
2299,NATD1,not_cleared_pre_registered_compute_bar,0,830,Stim8hr,2,,
2300,IL12RB2,not_cleared_pre_registered_compute_bar,0,751,Stim8hr,230,,
2301,IL4R,not_cleared_pre_registered_compute_bar,0,729,Stim48hr,3,,
2302,TMEM79,not_cleared_pre_registered_compute_bar,0,630,Stim8hr,251,,
2303,PLEKHG1,not_cleared_pre_registered_compute_bar,0,601,Stim48hr,0,,
2304,LMTK2,not_cleared_pre_registered_compute_bar,0,600,Stim8hr,76,,
2305,HACD4,not_cleared_pre_registered_compute_bar,0,547,Stim8hr,5,,
2306,COA7,not_cleared_pre_registered_compute_bar,0,544,Stim48hr,43,,
2307,INPP5D,not_cleared_pre_registered_compute_bar,0,536,Stim48hr,3,,
2308,APPL2,not_cleared_pre_registered_compute_bar,0,460,Stim8hr,2,,
2309,ADAM19,not_cleared_pre_registered_compute_bar,0,449,Stim48hr,243,,
2310,FRS3,not_cleared_pre_registered_compute_bar,0,447,Stim48hr,3,,
2311,H2AZ1,not_cleared_pre_registered_compute_bar,0,442,Stim48hr,121,,
2312,TTC39C,not_cleared_pre_registered_compute_bar,0,333,Rest,333,,
2313,KCNA2,not_cleared_pre_registered_compute_bar,0,332,Rest,332,,
2314,LZTS1,not_cleared_pre_registered_compute_bar,0,332,Stim8hr,163,,
2315,SOS2,not_cleared_pre_registered_compute_bar,0,327,Stim8hr,6,,
2316,FLT1,not_cleared_pre_registered_compute_bar,0,324,Rest,324,,
2317,GPR15,not_cleared_pre_registered_compute_bar,0,321,Stim8hr,70,,
2318,PPP1R3B,not_cleared_pre_registered_compute_bar,0,312,Rest,312,,
2319,BEX3,not_cleared_pre_registered_compute_bar,0,311,Rest,311,,
2320,IL4I1,not_cleared_pre_registered_compute_bar,0,297,Stim48hr,2,,
2321,INTS15,not_cleared_pre_registered_compute_bar,0,296,Stim8hr,30,,
2322,GATB,not_cleared_pre_registered_compute_bar,0,295,Stim48hr,13,,
2323,ANKAR,not_cleared_pre_registered_compute_bar,0,292,Rest,292,,
2324,ACSL6,not_cleared_pre_registered_compute_bar,0,290,Rest,290,,
2325,CROT,not_cleared_pre_registered_compute_bar,0,283,Stim8hr,146,,
2326,GCN1,not_cleared_pre_registered_compute_bar,0,278,Stim48hr,58,,
2327,TMEM265,not_cleared_pre_registered_compute_bar,0,278,Rest,278,,
2328,AMER1,not_cleared_pre_registered_compute_bar,0,276,Rest,276,,
2329,ADCY4,not_cleared_pre_registered_compute_bar,0,273,Rest,273,,
2330,ATG14,not_cleared_pre_registered_compute_bar,0,267,Stim48hr,19,,
2331,C2orf15,not_cleared_pre_registered_compute_bar,0,267,Stim48hr,8,,
2332,HYKK,not_cleared_pre_registered_compute_bar,0,266,Rest,266,,
2333,CYP4V2,not_cleared_pre_registered_compute_bar,0,265,Rest,265,,
2334,ELOC,not_cleared_pre_registered_compute_bar,0,263,Stim8hr,64,,
2335,LAT2,not_cleared_pre_registered_compute_bar,0,254,Stim8hr,193,,
2336,TMEM263,not_cleared_pre_registered_compute_bar,0,251,Stim48hr,7,,
2337,TMEM140,not_cleared_pre_registered_compute_bar,0,230,Stim48hr,12,,
2338,CATSPERG,not_cleared_pre_registered_compute_bar,0,223,Stim48hr,5,,
2339,OAZ3,not_cleared_pre_registered_compute_bar,0,215,Stim48hr,0,,
2340,MTMR10,not_cleared_pre_registered_compute_bar,0,213,Rest,213,,
2341,SESTD1,not_cleared_pre_registered_compute_bar,0,200,Rest,200,,
2342,LAIR2,not_cleared_pre_registered_compute_bar,0,198,Stim48hr,0,,
2343,DDX60L,not_cleared_pre_registered_compute_bar,0,197,Stim8hr,6,,
2344,SNTB1,not_cleared_pre_registered_compute_bar,0,197,Rest,197,,
2345,B3GAT1,not_cleared_pre_registered_compute_bar,0,195,Rest,195,,
2346,DYNLT2B,not_cleared_pre_registered_compute_bar,0,189,Rest,189,,
2347,QNG1,not_cleared_pre_registered_compute_bar,0,188,Rest,188,,
2348,SLC27A3,not_cleared_pre_registered_compute_bar,0,188,Rest,188,,
2349,ABCA3,not_cleared_pre_registered_compute_bar,0,185,Stim48hr,1,,
2350,ADHFE1,not_cleared_pre_registered_compute_bar,0,184,Stim48hr,1,,
2351,SNU13,not_cleared_pre_registered_compute_bar,0,182,Stim48hr,1,,
2352,SNPH,not_cleared_pre_registered_compute_bar,0,181,Rest,181,,
2353,FAM161B,not_cleared_pre_registered_compute_bar,0,173,Stim48hr,29,,
2354,CASK,not_cleared_pre_registered_compute_bar,0,170,Stim48hr,121,,
2355,CD274,not_cleared_pre_registered_compute_bar,0,167,Stim8hr,24,,
2356,NDRG1,not_cleared_pre_registered_compute_bar,0,166,Stim8hr,55,,
2357,HHAT,not_cleared_pre_registered_compute_bar,0,158,Rest,158,,
2358,MOSPD1,not_cleared_pre_registered_compute_bar,0,154,Rest,154,,
2359,SIK2,not_cleared_pre_registered_compute_bar,0,147,Rest,147,,
2360,DNAAF5,not_cleared_pre_registered_compute_bar,0,145,Stim48hr,2,,
2361,PARD6A,not_cleared_pre_registered_compute_bar,0,143,Rest,143,,
